offset	lines	text
0x0003b097	4	【가사도우미】\n예전에는 일만 하시는 분이셨지만,\n최근에는 오히려 가족 서비스를\n우선하셨던 것 같습니다.
0x0003b13c	3	【노리코】\n그렇군요……\n다른 변화는 없었나요?
0x0003b195	3	【가사도우미】\n글쎄요……\n특별히 없었던 것 같습니다만……
0x0003b1e1	3	【노리코】\n알겠습니다.\n감사합니다.
0x0003b280	4	【여성】\n어머, 토죠 씨.\n손님이세요?\n안으로 모셨으면 좋았을 텐데요.
0x0003b2f5	3	【노리코】\n(누구일까, 이 여성……\n어라, 잠깐!?)
0x0003b34c	3	【가사도우미】\n아, 부인……\n이분은……
0x0003b39d	3	【노리코】\n(부인이라고 하는 걸 보니,\n이 사람이 미사에 씨구나……)
0x0003b3f7	4	【노리코】\n(……본인의 얼굴을 그린 건가……?\n아니, 지금은 이야기에 집중해야\n해)
0x0003b471	4	【노리코】\n처음 뵙겠습니다.\n저는 변호사인\n신조 노리코라고 합니다.
0x0003b4cd	4	【노리코】\n이번 사건의 피의자인\n사이토 코우지의 담당\n변호사입니다.
0x0003b563	2	【미사에】\n피의자……라고요?
0x0003b5af	4	【노리코】\n네.\n하지만 저는 코우지가 무죄라고\n믿고 있습니다.
0x0003b60f	3	【미사에】\n……변호사님이라면,\n입장상 그렇게 말할 수밖에 없겠죠.
0x0003b66a	2	【노리코】\n…………
0x0003b6a3	3	【노리코】\n(미사에 씨에게 코우지는\n소중한 사람을 죽인 원수……)
0x0003b704	3	【노리코】\n(코우지의 변호사인 나를 향한\n시선도 차갑네……)
0x0003b762	4	【노리코】\n아니, 입장 때문이 아니라,\n이번 사건의 진범은 다른\n사람이라고 생각합니다.
0x0003b7ca	3	【노리코】\n그 진범을 잡기 위해서라도,\n부디 협조해 주셨으면 합니다……
0x0003b835	2	【미사에】\n…………
0x0003b87d	3	【미사에】\n실례하겠습니다.\n아무것도 말할 게 없습니다.
0x0003b8ce	2	【노리코】\n아……
0x0003b932	3	【가사도우미】\n아, 부인!?\n기다려 주세요……!
0x0003b9cc	2	【노리코】\n…………
0x0003ba05	4	【노리코】\n그렇겠지…… 남편분이 돌아가신 지\n며칠밖에 안 됐으니까.\n이런 반응은 당연하겠지……
0x0003ba7e	2	【노리코】\n조금 더 신경 썼어야 했는데……
0x0003bad1	2	【여성】\n……?
0x0003bb08	2	【여성】\n실례지만 누구신가요?
0x0003bb60	2	【노리코】\n어……!?
0x0003bba8	2	【여성】\n무슨 일로 저희 집에 오셨나요?
0x0003bbec	3	【노리코】\n네 집이라니……\n혹시 노조미 씨?
0x0003bc4f	2	【노조미】\n네, 네. 맞는데요……
0x0003bca9	5	【노리코】\n처음 뵙겠습니다……\n이번 사건 피의자의 변호를\n담당하고 있는 신조 노리코라고\n합니다.
0x0003bd49	2	【노조미】\n변호사……님?
0x0003bd87	2	【노리코】\n네.
0x0003bdbc	3	【노리코】\n여러 이야기를 나눌 수 있으면\n해서요……
0x0003be0d	2	【노조미】\n…………
0x0003be45	2	【노리코】\n(그야, 침묵할 수밖에 없겠지……)
0x0003be9b	4	【노조미】\n피의자라니……\n아버지를 죽였을지도 모르는 사람\n말이죠……?
0x0003bf07	2	【노리코】\n어……?
0x0003bf40	3	【노리코】\n(죽였을지도 모르는 사람이라니……\n그렇게 생각하고 있는 건가……?)
0x0003bfa2	4	【노리코】\n그, 그렇죠……\n죽였을지도 모른다고 의심받는\n사람입니다……
0x0003c004	3	【노리코】\n하지만 저는 진범은 따로 있다고\n생각해요!
0x0003c052	2	【노조미】\n…………
0x0003c08a	4	【노리코】\n부탁드립니다!\n진범을 잡기 위해서라도,\n이야기를 들려주셨으면 해요!
0x0003c0f1	2	【노조미】\n…………
0x0003c14f	2	【노조미】\n협조해도 좋아요.
0x0003c18d	3	【노리코】\n네……\n정말인가요!?
0x0003c1e0	3	【노조미】\n그럼 저는\n무엇에 협조하면 될까요?
0x0003c22e	2	【노리코】\n그, 그렇군요……
0x0003c26b	4	【노리코】\n(대략적인 정보는 들었고……\n가능하다면 코우지에게 보여줄\n사진이 있으면 좋겠는데……)
0x0003c2d8	4	【노리코】\n가능하면,\n당신과…… 미사에 씨의 사진을\n받고 싶은데요……
0x0003c349	2	【노조미】\n사진 말인가요……?
0x0003c388	4	【노리코】\n네.\n두 분을 구별할 수 있다면\n어떤 사진이든 괜찮습니다.
0x0003c3e1	2	【노조미】\n…………
0x0003c43f	3	【노조미】\n……알겠습니다.\n그럼 지금 가져올게요.
0x0003c48d	2	【노리코】\n감사합니다!
0x0003c552	2	【노조미】\n……여기 있습니다.
0x0003c590	3	【노리코】\n감사합니다.\n그럼 받아 갈게요.
0x0003c64d	2	【노리코】\n(귀여운 아가씨네)
0x0003c692	3	【노리코】\n(얼핏 멍해 보이지만,\n의외로 속은 강한 사람 같네)
0x0003c6f3	3	【노리코】\n(노조미 씨구나.\n여자인 내가 봐도 귀엽네)
0x0003c762	3	【노리코】\n(코우지에게 물어보고 싶은 건\n지금으로선 없나……)
0x0003c7ef	2	【노리코】\n(이제 조사를 끝낼까……?)
0x0003c89f	3	【노리코】\n그럼 저는 이만 실례할게요.\n바쁘신데 죄송했습니다.
0x0003c923	3	【노조미】\n아, 아니에요……\n수고하셨어요……
0x0003c974	2	【노리코】\n(조금 더 이야기를 들어보자)
0x0003c9c3	3	【노리코】\n(아직 물어봐야 할 게 남아 있어.\n아직 돌아갈 수는 없겠네.)
0x0003ca75	3	【노리코】\n시라카와 저택에서 얻은 정보는\n대략 이런 내용이었어.
0x0003cb0d	2	【노리코】\n그리고 이게 두 사람의 사진이야.
0x0003cbab	2	【코우지】\n…………
0x0003cbe4	2	【노리코】\n어때……?
0x0003cc1d	3	【코우지】\n……이건,\n내 어머니가 아닌 거지?
0x0003cc81	4	【노리코】\n응……\n이 여자는 피해자의 아내인, 미사에\n씨야.
0x0003ccdc	2	【코우지】\n……정말 닮았네……
0x0003cd25	3	【노리코】\n그래.\n하지만 완전히 타인이야……
0x0003cd6a	5	【노리코】\n어제 관공서에서 조사해 봤는데……\n증조할아버지 대까지 거슬러\n올라가도,\n네 어머니와 혈연관계는 없더라.
0x0003cdf8	2	【코우지】\n……그렇군.
0x0003cea3	2	【코우지】\n고마워, 도움이 됐어.
0x0003cf25	3	【코우지】\n그렇군.\n결국 아무것도 말하지 않았단 건가.
0x0003cf7f	2	【노리코】\n그렇네……
0x0003cfc4	5	【코우지】\n그녀가 무슨 생각을 하는지 알 수\n없는 이상,\n이쪽은 그녀의 움직임을 기다릴\n수밖에 없겠네.
0x0003d070	1	시라카와 빌딩 주변
0x0003d07c	1	시라카와 빌딩 주변
0x0003d08c	1	시라카와 빌딩
0x0003d094	1	시라카와 빌딩
0x0003d1b1	3	【노리코】\n(여기가 시라카와 그룹의 중심,\n시라카와 빌딩이네)
0x0003d224	3	【노리코】\n(그나저나,\n큰 빌딩이네……)
0x0003d26e	4	【노리코】\n(입구는 어디일까……?\n안으로 들어가서 이야기를 해보고\n싶은데……)
0x0003d323	3	【노리코】\n(시라카와 빌딩에 도착했네.\n어떻게 할까?)
0x0003d448	2	【노리코】\n(정말 큰 빌딩이네……)
0x0003d48c	3	【노리코】\n(시라카와 그룹의 각 기업 본사가\n들어선 빌딩인 것 같지만……)
0x0003d4f5	5	【노리코】\n(이 빌딩을 보면,\n시라카와 그룹이 얼마나 힘을 갖고\n있는지\n잘 알 수 있네)
0x0003d557	2	【노리코】\n(…………)
0x0003d594	5	【노리코】\n(이 시라카와 그룹 대표를 죽인\n죄로\n기소된 거지,\n코우지는……)
0x0003d5f9	2	【노리코】\n(정신을 바짝 차려야 해……)
0x0003d64b	4	【노리코】\n(큰 빌딩……\n하지만 압도당하고 있을 때가\n아니야)
0x0003d6a6	3	【노리코】\n(정신을 바짝 차리고\n조사해야 해)
0x0003d73c	3	【노리코】\n(주변은 온통 사무실뿐이네.\n높은 빌딩이 줄지어 있어)
0x0003d78c	4	【노리코】\n(이렇게 빌딩이 많으니,\n샐러리맨을 위한 식당은\n장사가 잘되겠네)
0x0003d7f4	4	【노리코】\n(우리 사무실 근처에도 맛있는\n점심을\n먹을 수 있는 가게가 있는데……)
0x0003d85a	4	【노리코】\n(나는 밖에 나가 있는 일이 더\n많아서\n갈 기회가 없단 말이지)
0x0003d8b8	4	【노리코】\n(이 근처에도 맛있는 가게가\n있으려나?\n근처를 돌아다녀 볼까)
0x0003d918	2	【노리코】\n(사무실뿐이네)
0x0003d954	3	【노리코】\n(시라카와 빌딩에 뒤지지 않을 만큼\n큰 빌딩이 줄지어 있네)
0x0003da70	1	팸플릿
0x0003da78	1	팸플릿
0x0003da84	1	응접 코너
0x0003da8d	1	응접 코너
0x0003da9a	1	로비
0x0003da9f	1	로비
0x0003dc50	2	【노리코】\n(시라카와 빌딩 안이네)
0x0003dc90	3	【노리코】\n(밖에서 봐도 훌륭했지만,\n안도 대단하네……)
0x0003dce6	3	【노리코】\n(누군가와 이야기하고 싶은데,\n어떻게 해야 할까?)
0x0003dddf	3	【노리코】\n(천장이 높게 뚫려 있어서\n공간이 더 높게 느껴져)
0x0003de3e	3	【노리코】\n(게다가 빛이 많이 들어와서\n밝고 좋은 분위기네)
0x0003dea9	4	【노리코】\n(역시 주택 메이커 건물이네.\n이러면 맡겨도 괜찮겠다는 분위기를\n입구만 봐도 느끼게 해)
0x0003df33	2	【노리코】\n(천장이 높아서 밝네……)
0x0003df85	3	【노리코】\n(손님에게 안심감을 주는 구조로\n되어 있는 거구나)
0x0003e048	5	【노리코】\n(……어떻게 말을 꺼낼까?\n『시라카와 그룹에 대해 이야기하고\n싶다』고\n말하면 되려나?)
0x0003e0b5	2	【노리코】\n(…………)
0x0003e0f2	3	【노리코】\n(……에라, 모르겠다.\n일단 부딪혀 보자)
0x0003e162	6	【노리코】\n실례합니다.\n저는 변호사인 신조 노리코라고\n합니다만,\n지난 사건에 관해 조사하고\n있습니다.
0x0003e1cf	4	【노리코】\n시라카와 그룹에 관해\n이야기를 여쭤보고 싶은데,\n담당하시는 분이 계실까요?
0x0003e242	2	【접수원】\n잠시만 기다려 주십시오.
0x0003e28f	4	【노리코】\n(……말해 보자.\n이 경우 담당자는\n어느 부서 사람이 나오는 걸까?)
0x0003e2f7	2	【접수원】\n……네…… 네…… 알겠습니다.
0x0003e357	3	【접수원】\n기다리게 했습니다.\n시라카와 담당자가 응대하겠습니다.
0x0003e3ab	4	【접수원】\n저쪽에 응접 코너가 있으니,\n그쪽에서 잠시\n기다려 주시겠습니까?
0x0003e40f	3	【노리코】\n네, 알겠습니다.\n감사합니다.
0x0003e477	3	【노리코】\n(응접 코너는……\n저기 의자와 테이블이 있는 곳이네)
0x0003e4fa	3	【노리코】\n(다시 담당자를\n불러 달라고 할까?)
0x0003e545	4	【노리코】\n실례합니다.\n저는 변호사인 신조 노리코라고\n합니다.
0x0003e599	3	【노리코】\n시라카와 담당 나카가와 씨는\n계신가요?
0x0003e600	3	【접수원】\n나카가와 말씀이시죠.\n잠시만 기다려 주십시오.
0x0003e657	2	【노리코】\n…………
0x0003e69a	4	【접수원】\n기다리게 했습니다.\n지금 미나즈키가 돌아오니,\n저쪽 응접 코너에서 기다려 주세요.
0x0003e707	2	【노리코】\n네, 감사합니다.
0x0003e790	2	【노리코】\n(여러 집의 팸플릿이 있네)
0x0003e7d8	3	【노리코】\n(우와……\n이런 집도 만들 수 있구나……)
0x0003e827	7	【노리코】\n(하지만 너무 참신한 집은 공사를\n하면\n살기 불편해질 가능성도 있어\n보이네……\n디자인을 택할지, 살기 편한 걸\n택할지 고민되네)
0x0003e8ce	3	【노리코】\n(집의 매력을 응축한 모형이\n전시되어 있네)
0x0003e959	5	【노리코】\n(응접 코너 같은 곳이 있네.\n비즈니스 상담부터 집 꾸미기\n상담까지……\n그런 느낌이려나?)
0x0003e9d1	3	【노리코】\n(방문객용 응접 코너네.\n나도 상담하러 이용해 볼까)
0x0003ea62	1	관엽식물
0x0003ea6b	1	관엽식물
0x0003ea78	1	테이블
0x0003ea7e	1	테이블
0x0003ea88	1	응접 코너
0x0003ea91	1	응접 코너
0x0003eaaa	1	［시라카와 이치로의 인물상］
0x0003eac0	1	［시라카와 그룹의 새 대표］
0x0003eada	1	［나카가와 씨의 급여］
0x0003eaef	1	［시라카와 사토루에 대해］
0x0003eb02	1	［명함에 대해］
0x0003eb13	1	［정기 휴일에 대해］
0x0003ed68	3	【노리코】\n(나카가와 씨가 올 때까지,\n잠시 기다려 보자)
0x0003eddd	2	【노리코】\n…………
0x0003ee7f	2	【나카가와】\n기다리게 했습니다!
0x0003eebb	3	【노리코】\n죄송합니다, 바쁘신데\n자꾸 불러서……
0x0003ef25	2	【나카가와】\n아니요, 이게 제 일이니까요.
0x0003efdb	4	【노리코】\n(관엽식물이 장식되어 있네.\n이런 소박한 인테리어에도\n신경을 쓰고 있구나)
0x0003f095	3	【노리코】\n(집이라……\n동경되네……)
0x0003f0e2	4	【노리코】\n(도내에 살 거라면\n최근 아파트가 더 편한 경우도\n있겠지)
0x0003f141	2	【노리코】\n(어느 쪽이 좋으려나……?)
0x0003f18a	3	【노리코】\n(집이라……\n동경되네……)
0x0003f211	2	【노리코】\n…………
0x0003f24a	3	【노리코】\n(……5분……\n좀처럼 오지 않네……)
0x0003f29a	2	【노리코】\n(역시 의심받고 있는 걸까……?)
0x0003f352	3	【여성】\n기다리게 했습니다.\n변호사 신조 씨 맞으신가요?
0x0003f3a3	4	【노리코】\n네.\n처음 뵙겠습니다, 신조 노리코라고\n합니다.
0x0003f3fe	4	【여성】\n처음 뵙겠습니다.\n시라카와를 담당하고 있는,\n나카가와 리에라고 합니다.
0x0003f49a	2	【노리코】\n명함, 받아도 될까요?
0x0003f535	3	【나카가와】\n그래서 오늘은 어떤 용건으로\n오셨나요?
0x0003f581	5	【노리코】\n네.\n저는 지난 사건에서\n피의자의 변호를 담당하게\n되었습니다.
0x0003f5e7	4	【노리코】\n그래서 번거로우시겠지만,\n귀사에 대해 몇 가지\n여쭤볼 수 있을까 해서요……
0x0003f660	4	【나카가와】\n그렇군요…… 알겠습니다.\n어떤 것부터\n말씀드리면 될까요?
0x0003f6c6	4	【노리코】\n그렇네요.\n먼저 시라카와 그룹의 개요부터\n말씀해 주실 수 있을까요?
0x0003f72e	2	【나카가와】\n알겠습니다.
0x0003f77f	4	【나카가와】\n저희 시라카와 그룹은\n주택 건설을 주 업무로 하며,\n부문별로 세분화되어 있습니다.
0x0003f80e	4	【나카가와】\n먼저 집을 짓고 싶다고 상담해 오는\n고객과 직접 응대하는 곳이\n『시라카와 하우징』입니다.
0x0003f88b	6	【나카가와】\n시라카와 하우징은 고객의\n라이프스타일에 맞춰,\n무리가 없는 예산으로 설계\n단계부터 상담할 수 있다는 것이\n가장 큰 장점입니다.
0x0003f920	5	【나카가와】\n그를 위해 건축 전문가가 많은\n『시라카와 건설』과 연계하여,\n고객의 요구에 응할 수 있는 체계를\n갖추고 있습니다.
0x0003f9c1	5	【나카가와】\n또한 고객이 집을 지을 때,\n새로 지을 장소에도 유연하게\n대응할 수 있도록\n『시라카와 부동산』이 있습니다.
0x0003fa51	4	【나카가와】\n각 회사의 연계에 따라,\n고객이 원하는 장소에 원하는 집을\n제공할 수 있는 셈입니다.
0x0003fabf	3	【노리코】\n그렇군요……\n대단하네요.
0x0003fb12	4	【나카가와】\n신조 씨도 어떠신가요?\n변호사님이라면 자기 집 같은\n건……
0x0003fb6f	4	【노리코】\n네?\n아, 네.\n그건 또 언젠가……
0x0003fbc9	4	【나카가와】\n그때는 부디\n저를 지명해 주시면\n좋겠습니다.
0x0003fc26	2	【노리코】\n아, 네……
0x0003fc60	4	【노리코】\n저기……\n나카가와 씨는 시라카와 측\n분이시죠?
0x0003fcac	3	【노리코】\n시라카와 쪽은 영업 활동도\n겸하고 있나요?
0x0003fd12	4	【나카가와】\n아니요, 본격적으로 이야기를\n진행하게 되면,\n담당자를 소개해 드립니다.
0x0003fd8c	4	【나카가와】\n그때 제 소개를 통해 진행하면,\n일반 고객에게는 없는 특전이\n붙습니다!
0x0003fe0b	4	【나카가와】\n여기만의 비밀인데,\n소개하는 저에게도 약간의 특전이\n있답니다.
0x0003fe7d	2	【나카가와】\n그러니 꼭!
0x0003fec2	3	【노리코】\n(아, 당했네……\n설마 영업을 당할 줄은 몰랐어……)
0x0003ff1d	5	【노리코】\n(하지만…… 여기서 무턱대고\n거절하는 것보다,\n조금 관심을 보이는 편이\n정보를 끌어내기 쉬울지도……)
0x0003ff9e	3	【나카가와】\n그럼 다른 질문하고 싶은 게\n있으신가요?
0x000401f8	2	【코우지】\n그리고……
0x00040303	2	【노리코】\n(이제 조사를 끝낼까……?)
0x000403b3	3	【노리코】\n그럼 저는 이만 실례하겠습니다.\n바쁘신데 감사합니다.
0x00040423	4	【나카가와】\n아니요, 또 꼭 들러 주세요.\n그때는 멋진 집을 찾아드리는 데\n도움이 되겠습니다.
0x0004049e	3	【노리코】\n네, 알겠습니다.\n그럼 이만 실례하겠습니다.
0x000404fe	2	【노리코】\n(조금 더 이야기를 들어보자)
0x0004054d	3	【노리코】\n(아직 물어봐야 할 게 남아 있어.\n아직 떠날 수는 없어)
0x000405ff	3	【노리코】\n시라카와 빌딩에서 얻은 정보는\n대략 이런 내용이었어.
0x000406a0	3	【코우지】\n……\n결혼과 신혼집……?
0x0004071a	5	【노리코】\n어쩔 수 없었어.\n그렇게 말하는 편이\n정보를 받기 쉬울 거라고 생각했단\n말이야.
0x000407a3	2	【코우지】\n……뭐, 그건 상관없지만.
0x0004080e	4	【코우지】\n그나저나,\n리폼할 때 받은 명함이라……\n이제 수수께끼가 풀렸어.
0x0004089c	4	【코우지】\n고마워, 노리코!\n이제 숙적에게 반격할 수 있을 것\n같아.
0x0004090e	2	【노리코】\n(아, 부끄러웠다……)
0x00040957	4	【노리코】\n(게다가 잘 생각해 보면……\n코우지에게 보고할 필요도\n없었는데, 거짓말까지 했네……)
0x00040a26	2	【코우지】\n그리고……
0x00040a9d	5	【코우지】\n그렇군.\n시라카와 사토루의 평판은 아주\n좋다, 이건가.\n여러모로 판단하기 어려운 상대네.
0x00040b26	5	【노리코】\n그렇네.\n확실히 능력 있는 인물이지만,\n그렇다고 진범이라고 할 만한\n근거는 없고.
0x00040bc0	5	【코우지】\n알았어.\n하지만 지금까지처럼 용의자라는\n전제로\n조사를 계속하자.
0x00040c56	4	【노리코】\n저기, 전임 사장님……\n시라카와 이치로 씨는 어떤\n분이셨나요?
0x00040cdc	4	【나카가와】\n전임 사장님 말인가요?\n글쎄요……\n아주 엄격한 분이셨습니다.
0x00040d57	5	【나카가와】\n하지만 시라카와 그룹이 이렇게\n커진 건\n전임 사장님의 수완 덕분이라고\n생각합니다.
