offset	lines	text
0x00039081	3	【法子】\n不躾《ぶしつけ》で大変恐《おそ》れ入《い》りますが、\n少しお話を聞かせていただけないでしょうか？
0x000390f0	3	【ドアフォン】\n……\n少々お待ちください。
0x00039136	2	【法子】\nはい。
0x000391c6	2	【女性】\n……弁護士さん、ですか？
0x0003920a	4	【法子】\nはい。\n今回の事件の被疑者《ひぎしゃ》である、\n斉藤光志の担当弁護士をしております。
0x00039279	3	【法子】\n彼は無実を主張しており、\n私自身も、彼は無実だと考えています。
0x000392e5	2	【女性】\n……本当にその人は無実なの？
0x0003932c	3	【法子】\nもちろん、客観的な証拠《しょうこ》は\nまだなにも出てきていません。
0x00039387	4	【法子】\nしかし、彼が無実だとすれば、\n真犯人は裏で笑っていることでしょう。\nそれは絶対に許せないことです。
0x000393f8	4	【法子】\n私が知りたいのは事件の真相です。\nそのために、白川さんにも\nご協力いただければと思うのですが……
0x00039468	2	【女性】\n…………
0x000394ae	4	【女性】\n私はこの家のヘルパーをしています、\n南条と申します。\n奥様《おくさま》は只今《ただいま》出かけておりますが……
0x00039527	2	【法子】\nそうでしたか……
0x00039562	4	【法子】\nそれでは南条さん、\nお話を伺《うかが》いたいのですが、\nよろしいですか？
0x000395cc	2	【ヘルパー】\n私でいいんですか？
0x00039609	3	【法子】\nええ。\nお答えいただける範囲《はんい》で結構ですので……
0x0003966c	3	【ヘルパー】\n……わかりました。\nなにからお話すればいいですか？
0x000396ed	2	【ドアフォン】\n……はい。
0x00039728	3	【法子】\n私、弁護士をしております\n新城法子です。
0x00039777	3	【法子】\nのぞみさんにお伺《うかが》いしたいことがあるのですが、\nご在宅でしょうか？
0x000397d3	2	【ドアフォン】\n…………
0x0003980e	2	【ドアフォン】\n少々お待ちください……
0x000398e5	3	【のぞみ】\nお待たせしました。\nなんでしょうか？
0x0003992a	2	【法子】\nこの前は、写真をありがとうございました。
0x0003999a	2	【のぞみ】\nいえ……
0x000399d0	2	【法子】\n先日、被疑者《ひぎしゃ》の斉藤さんと接見しましたよね？
0x00039a4e	3	【のぞみ】\n……はい。\nおかげさまで、会うことができました……
0x00039a9e	4	【法子】\nえっと……\nおかげさまでってのは、ナシにしてください。\n色々と問題になっちゃうから……
0x00039b11	3	【のぞみ】\nあ……そうですね……\n私が勝手に会いに行ったことですから……
0x00039b6a	3	【法子】\nそれで、ですね……\n彼が気になっているみたいなんですよ。
0x00039bbd	2	【法子】\n……帰り際につぶやいた一言が。
0x00039c04	2	【のぞみ】\n…………
0x00039c3c	2	【法子】\nなにか気づいたことがあるんですか？
0x00039ca6	2	【のぞみ】\n……わかりません。
0x00039ce2	3	【法子】\nじゃあ、質問の仕方を変えます。\nのぞみさんは、彼が犯人だと思いますか？
0x00039d69	2	【のぞみ】\nえっ……？
0x00039da1	3	【法子】\n彼は言っていました。\n去り際に『人殺し』と言われたって。
0x00039e12	2	【のぞみ】\n…………
0x00039e4a	2	【法子】\nでも、それって、本心ですか？
0x00039e9b	2	【のぞみ】\nどういうこと……でしょうか……？
0x00039ee0	3	【法子】\n被害者《ひがいしゃ》の家族との接見は禁止されています。\nそれは先日お話した通りです。
0x00039f4b	3	【法子】\nそれでも変装までして会いに行って、\nそれだけ言って帰ったのが気になって……
0x00039fab	2	【のぞみ】\n…………
0x0003a027	2	【法子】\n本当は……
0x0003a092	3	【法子】\n被疑者《ひぎしゃ》がどんな人物だったか\n黄味があったとか？
0x0003a10f	2	【のぞみ】\nあっ……
0x0003a145	2	【法子】\n（反応があったわ！）
0x0003a185	2	【法子】\nやっぱりそうだったんですね。
0x0003a1db	3	【法子】\n本当は別のことを言いたかったんじゃ\nないですか……？
0x0003a22d	2	【のぞみ】\n…………
0x0003a265	3	【法子】\n（反応ナシ……\nこれは違《ちが》うみたいね）
0x0003a2cf	2	【法子】\n本当は……なにも考えてなかった？
0x0003a316	2	【のぞみ】\n…………
0x0003a34e	3	【法子】\n（反応ナシ……\nこれは違《ちが》うみたいね）
0x0003a3a2	3	【法子】\nそれで、彼を見て\nなにか思い当たることがありましたか？
0x0003a40d	2	【のぞみ】\n…………
0x0003a445	2	【法子】\n（やっぱり話してくれない、か……）
0x0003a48d	3	【法子】\n……わかりました。\n言いにくいようでしたら、これ以上は聞きません。
0x0003a4f5	2	【のぞみ】\n……すみません。
0x0003a53d	3	【のぞみ】\nよく……わからないんです……\n私自身も……
0x0003a58b	3	【法子】\nこちらこそ、\n配慮《はいりょ》が足りませんでした。
0x0003a5db	3	【法子】\nそうですよね……\nのぞみさんも、被害者《ひがいしゃ》ですもんね……
0x0003a636	2	【のぞみ】\n…………
0x0003a66e	3	【法子】\nでも、信じて。\n彼は犯人ではないんです！
0x0003a6ba	3	【法子】\n彼の弁護士である立場を抜《ぬ》きにして、\n私はそう思っています。
0x0003a717	2	【のぞみ】\n…………
0x0003a74f	3	【法子】\nなにか気がついたことがあったら、\n教えていただければ助かります。
0x0003a7a5	3	【法子】\n私に言いにくかったら、\n彼に直接言ってもらっても構いません。
0x0003a7fd	3	【法子】\n彼も私も、真犯人を絶対に捕《つか》まえるつもりで\nいますから……
0x0003a85a	2	【のぞみ】\n…………
0x0003a8ec	3	【法子】\n（お手伝いさんがいるなんて、\nさすがは白川家ってところかしら……？）
0x0003aa14	3	【法子】\n白川家の家族構成を\n教えていただけますか？
0x0003aa70	2	【ヘルパー】\n家族構成ですか……
0x0003aabe	3	【ヘルパー】\nまず、旦那様《だんなさま》がおりましたが……\nあなたもご存じのとおり……です。
0x0003ab22	2	【法子】\nはい。
0x0003ab64	3	【ヘルパー】\n旦那様《だんなさま》のご主人はすでに亡くなられてますので、\n現在の白川家当主は奥様《おくさま》となっております。
0x0003abe1	3	【法子】\n奥様《おくさま》のお名前を\n伺《うかが》ってもよろしいですか？
0x0003ac46	4	【ヘルパー】\nミサエ様です。\n美しいに、にんべんに左、恵《めぐ》まれると書いて\n美《み》佐《さ》恵《え》様です。
0x0003acbe	2	【法子】\n美佐恵さん……ですね。
0x0003ad0d	4	【ヘルパー】\nはい。\nそしてお嬢様《じょうさま》が、のぞみ様です。\nひらがなでのぞみ、となっております。
0x0003ad79	2	【法子】\nのぞみさん……ですね。
0x0003adc5	3	【ヘルパー】\nはい……\n現在はお２人となっております。
0x0003ae12	3	【法子】\nそうですか。\nありがとうございます。
0x0003af17	3	【法子】\n最近変わったことは\nありませんでしたか？
0x0003af6d	2	【ヘルパー】\n変わったこと、ですか？
0x0003afad	3	【法子】\nはい。\n例えば、ご主人が遅《おそ》く帰るようになったとか……
0x0003b013	4	【ヘルパー】\nそれなら逆ですね。\n以前に比べて、最近……と言いましても、\nここ数年ですが、陽く帰るようになりました。
0x0003b097	4	【ヘルパー】\n以前は仕事第一という印象でしたが、\n最近はむしろ家族サービスを\n優先されていたように思います。
0x0003b13c	3	【法子】\nそうですか……\n他に変わったことは……？
0x0003b195	3	【ヘルパー】\nそうですね……\n特にないと思いますが……
0x0003b1e1	3	【法子】\nわかりました。\nありがとうございます。
0x0003b280	4	【女性】\nあら、南条さん。\nお客様ですか？\n上がっていただけば良かったのに。
0x0003b2f5	3	【法子】\n（誰《だれ》かしら、\nこの女性……って、ええっ！？）
0x0003b34c	3	【ヘルパー】\nあっ、奥様《おくさま》……\nこちらの方は……
0x0003b39d	3	【法子】\n（奥様《おくさま》ってことは、\nこの人が美佐恵さんね……）
0x0003b3f7	3	【法子】\n（……他人の空絵……なのかな？\nううん、今は話に集中しなきゃ）
0x0003b471	4	【法子】\nはじめまして。\n私、弁護士をしております\n新城法子と申します。
0x0003b4cd	3	【法子】\n今回の事件で被疑者《ひぎしゃ》となった\n斉藤光志の担当弁護士をしております。
0x0003b563	2	【美佐恵】\n被疑者《ひぎしゃ》、ですって……？
0x0003b5af	4	【法子】\nはい。\nですが、私は彼が無実であると\n信じています。
0x0003b60f	3	【美佐恵】\n……弁護士さんじゃ、\n立場上、そう言うしかないですよね。
0x0003b66a	2	【法子】\n…………
0x0003b6a3	3	【法子】\n（美佐恵さんにとって、\nコウジは大切な人を殺した仇《かたき》……）
0x0003b704	3	【法子】\n（彼の弁護士である私に対しても、\nさすがに視線が冷たいわ……）
0x0003b762	4	【法子】\nいえ、立場上というよりも、\n今回の件に関しては\n真犯人は他にいると思っています。
0x0003b7ca	3	【法子】\nその真犯人を捕《つか》まえるためにも、\n是《ぜ》非《ひ》、ご協力いただきたいのです……
0x0003b835	2	【美佐恵】\n…………
0x0003b87d	3	【美佐恵】\nお引き取りください。\nなにも話すことはありません。
0x0003b8ce	2	【法子】\nあっ……
0x0003b932	3	【ヘルパー】\nあっ、奥様《おくさま》！？\nお待ちください……！
0x0003b9cc	2	【法子】\n…………
0x0003ba05	4	【法子】\nそうよね……まだ旦那《だんな》さんが亡くなって、\n数日しか経ってないんだもん。\nこういう反応は当たり前よね……
0x0003ba7e	2	【法子】\nもっと気を遣《つか》えば良かった……
0x0003bad1	2	【女性】\n……？
0x0003bb08	2	【女性】\nどちら様……ですか？
0x0003bb60	2	【法子】\nえっ……！？
0x0003bba8	2	【女性】\nなにか家《うち》にご用ですか？
0x0003bbec	3	【法子】\nえっ、家《うち》って……\nもしかしてのぞみさん？
0x0003bc4f	2	【のぞみ】\nは、はい、そうですが……
0x0003bca9	4	【法子】\nはじめまして……\n今回の事件で、被疑者《ひぎしゃ》の弁護人を\n担当しております、新城法子と申します。
0x0003bd49	2	【のぞみ】\n弁護士……さん？
0x0003bd87	2	【法子】\nはい。
0x0003bdbc	3	【法子】\n色々とお話を聞かせて\nいただければと思いまして……
0x0003be0d	2	【のぞみ】\n…………
0x0003be45	2	【法子】\n（そりゃ、黙《だま》るわよね……）
0x0003be9b	3	【のぞみ】\n被疑者《ひぎしゃ》……って、\nお父さんを殺したか《・》も《・》しれない人ですよね……？
0x0003bf07	2	【法子】\nえっ……？
0x0003bf40	3	【法子】\n（殺したか《・》も《・》しれない人……って、\n思ってくれてる……？）
0x0003bfa2	3	【法子】\nそ、そうですね……\n殺したか《・》も《・》しれないと疑われている人です……
0x0003c004	2	【法子】\nでも私は、真犯人は別にいると思っています！
0x0003c052	2	【のぞみ】\n…………
0x0003c08a	4	【法子】\nお願いします！\n真犯人を捕《つか》まえるためにも、\nお話を聞かせていただきたいんです！
0x0003c0f1	2	【のぞみ】\n…………
0x0003c14f	2	【のぞみ】\n協力してもいいですよ。
0x0003c18d	3	【法子】\nえっ……\nほ、本当ですか！？
0x0003c1e0	3	【のぞみ】\nそれで、わたしは\nなにを協力すればよろしいのですか？
0x0003c22e	2	【法子】\nそ、そうですね……
0x0003c26b	4	【法子】\n（あらかた情報は聞いちゃったし……\nできれば、コウジに見せるための\n写真が欲しいかな……）
0x0003c2d8	4	【法子】\nできればですね、\nあなたと……美佐恵さんの写真を\n貸していただきたいのですが……
0x0003c349	2	【のぞみ】\n写真、ですか……？
0x0003c388	4	【法子】\nはい。\nお２人の顔が判別できれば\nどんな写真でもかまいません。
0x0003c3e1	2	【のぞみ】\n…………
0x0003c43f	3	【のぞみ】\n……わかりました。\nそれでは今、取ってきます。
0x0003c48d	2	【法子】\nありがとうございます！
0x0003c552	2	【のぞみ】\n……こちらになります。
0x0003c590	3	【法子】\nありがとうございます。\nそれではお借りします。
0x0003c64d	2	【法子】\n（かわいいお嬢《じょう》さんね）
0x0003c692	3	【法子】\n（一見、ポーッとして見えるけど、\nけっこう芯《しん》は強そうね）
0x0003c6f3	3	【法子】\n（のぞみさんね。\n女の私から見てもかわいいわ）
0x0003c762	3	【法子】\n（他に聞きたいことは\n今のところないかな……）
0x0003c7ef	2	【法子】\n（これで調査を終わりにしようかしら？）
0x0003c89f	3	【法子】\nそれじゃ私はこの綴で失礼します。\nお礒《いそが》しい中すみませんでした。
0x0003c923	3	【のぞみ】\nあっ、いえ……\nお疲《つか》れ様です……
0x0003c974	2	【法子】\n（もう少し話を聞きましょう）
0x0003c9c3	3	【法子】\n（聞かなくちゃいけないことが残ってるわ。\nまだ帰るわけにはいかないわね）
0x0003ca75	3	【法子】\n白川家に行って得られた情報は\nこんな感じだったわ。
0x0003cb0d	2	【法子】\nで、これが２人の写真。
0x0003cbab	2	【光志】\n…………
0x0003cbe4	2	【法子】\nどう……？
0x0003cc1d	3	【光志】\n……これは、\nオレの斉《お》藤《ふ》佳《く》代《ろ》じゃないんだよな？
0x0003cc81	3	【法子】\nええ……\n彼女は被害者《ひがいしゃ》の變、美佐恵さんよ。
0x0003ccdc	3	【光志】\n……\n本当にそっくりだな……
0x0003cd25	3	【法子】\nええ。\nでも赤の他人なの……
0x0003cd6a	4	【法子】\n昨日、役所で調べてみたけど……\nひいおじいさんの代まで遡《さかのぼ》っても、\nあなたのお母さんと血縁《けつえん》関係《かんけい》はないわ。
0x0003cdf8	2	【光志】\n……なるほど。
0x0003cea3	2	【光志】\nありがとう、参考になったよ。
0x0003cf25	3	【光志】\nなるほど。\n結局、なにも話さなかったわけか。
0x0003cf7f	2	【法子】\nそうね……
0x0003cfc4	3	【光志】\n彼女がなにを考えているかわからない以上、\nこちらとしては彼女の動き待ちだな。
0x0003d070	1	白川ビル周綴
0x0003d07c	1	白川ビル周綴
0x0003d08c	1	白川ビル
0x0003d094	1	白川ビル
0x0003d1b1	3	【法子】\n（ここが白川グループの中枢《ちゅうすう》、\n白川ビルね）
0x0003d224	3	【法子】\n（それにしても、\n大きなビルね……）
0x0003d26e	3	【法子】\n（入り口はどこかしら……？\n中に入って話を聞いてみたいんだけど……）
0x0003d323	3	【法子】\n（白川ビルに着いたわ。\nどうしようかしら？）
0x0003d448	2	【法子】\n（とても大きなビルね……）
0x0003d48c	3	【法子】\n（白川グループ動《かく》企業《きぎょう》の\n本各が入ってるビルらしいけど……）
0x0003d4f5	4	【法子】\n（このビルを見れば、\n白川グループがどれだけ力を持ってるか\nよくわかるわね）
0x0003d557	2	【法子】\n（…………）
0x0003d594	4	【法子】\n（この白川グループの代表を殺した罪に\n問われているのよね、\nコウジは……）
0x0003d5f9	2	【法子】\n（気を引《ひ》き締《し》めないと……）
0x0003d64b	3	【法子】\n（大きなビル……\nでも圧倒《あっとう》されてる場合じゃないわ）
0x0003d6a6	3	【法子】\n（気を引《ひ》き締《し》めて\n調査しないと）
0x0003d73c	3	【法子】\n（周りはオフィス社ね。\n高いビルが重んでるわ）
0x0003d78c	3	【法子】\n（これだけビルが多いんだから、\nサラリーマン向けの街孛なんか繁食《はんじょう》しそうね）
0x0003d7f4	3	【法子】\n（ウチの事務所の近くにも美味しいランチを\n街べさせてくれるお堂があるんだけど……）
0x0003d85a	3	【法子】\n（私の場合、外に出てることのほうが多いから\n行く機会がないのよね）
0x0003d8b8	3	【法子】\n（この綴にも美味しいお堂はあるのかな？\n帰りに回ってみようかしら）
0x0003d918	2	【法子】\n（オフィス社ね）
0x0003d954	3	【法子】\n（白川ビルに店けないくらい\n大きなビルが重んでるわ）
0x0003da70	1	パンフレット
0x0003da78	1	パンフレット
0x0003da84	1	応接コーナー
0x0003da8d	1	応接コーナー
0x0003da9a	1	ロビー
0x0003da9f	1	ロビー
0x0003dc50	2	【法子】\n（白川ビルの中ね）
0x0003dc90	3	【法子】\n（外から見ても立派だったけど、\n中もスゴいわね……）
0x0003dce6	3	【法子】\n（誰《だれ》かに話を聞きたいけど、\nどうすればいいかしら？）
0x0003dddf	3	【法子】\n（咐《ふ》き抜《ぬ》けが高い造りになってて、\n空間が広く感じるわ）
0x0003de3e	3	【法子】\n（それに光がたくさん取《と》り込《こ》まれてて、\n間るい雰《ふん》囲《い》気《き》ね）
0x0003dea9	4	【法子】\n（さすがは住宅メーカーのビル。\nこれなら明せて大丈夫《だいじょうぶ》って雰《ふん》囲《い》気《き》を\n入り口だけで感じさせるわ）
0x0003df33	2	【法子】\n（咐《ふ》き抜《ぬ》けが高くて、間るい……）
0x0003df85	3	【法子】\n（お客さんに安心感を咫《あた》える造りに\nなってるのね）
0x0003e048	4	【法子】\n（……どう切り出そうかしら？\n『白川グループの話が聞きたい』って\n言えばいいのかな？）
0x0003e0b5	2	【法子】\n（…………）
0x0003e0f2	3	【法子】\n（……ええい、いいや。\nとにかく当たってくだけろね）
0x0003e162	4	【法子】\nすみません。\n私、弁護士の新城法子と申しますが\n先の事件に関して調査をしております。
0x0003e1cf	4	【法子】\n白川グループに関しまして、\nお話を伺《うかが》いたいのですが、\n担当の方、いらっしゃいますでしょうか？
0x0003e242	2	【受付嬢】\n少々お待ちくださいませ。
0x0003e28f	4	【法子】\n（……言ってみるもんね。\nこの場合の担当者って、\nどの部署の人が来るのかしら）
0x0003e2f7	2	【受付嬢】\n……はい……はい……承知《しょうち》いたしました。
0x0003e357	3	【受付嬢】\nお待たせいたしました。\n広報の者が応対いたします。
0x0003e3ab	4	【受付嬢】\nあちらに応接コーナーがございますので、\nそちらで少々\nお待ちいただけますでしょうか？
0x0003e40f	3	【法子】\nはい、わかりました。\nありがとうこざいます。
0x0003e477	3	【法子】\n（応接コーナーは……っと。\nあの机と椅《い》子《す》がある場所ね）
0x0003e4fa	2	【法子】\n（また広報さんを呼んでもらおうかしら？）
0x0003e545	3	【法子】\nすみません。\n私、弁護士の新城法子と申します。
0x0003e599	3	【法子】\n広報の中川さんは\nいらっしゃいますか？
0x0003e600	3	【受付嬢】\n中川ですね。\n少々お待ちくださいませ。
0x0003e657	2	【法子】\n…………
0x0003e69a	4	【受付嬢】\nお待たせいたしました。\n只今《ただいま》参りますので、\nあちらの応接コーナーでお待ちください。
0x0003e707	2	【法子】\nはい、ありがとうございます。
0x0003e790	2	【法子】\n（いろんな家のパンフレットがあるわね）
0x0003e7d8	3	【法子】\n（へぇ……\nこんな形の家もつくれるんだ……）
0x0003e827	4	【法子】\n（でも、斬新《ざんしん》な形の家は下手をすると\n住みにくくなる可能性がありそう……\nデザインをとるか、住みやすさをとるか難しいところね）
0x0003e8ce	2	【法子】\n（夢を凝縮《ぎょうしゅく》した雛子が置いてあるわ）
0x0003e959	4	【法子】\n（応接コーナーみたいなものがあるわ。\nビジネスの商談から家造りの相談まで……\nって感じなのかな？）
0x0003e9d1	3	【法子】\n（訪問客用の応接コーナーね。\n私も何度か利用させてもらってるわ）
0x0003ea62	1	観葉植物
0x0003ea6b	1	観葉植物
0x0003ea78	1	テーブル
0x0003ea7e	1	テーブル
0x0003ea88	1	応接コーナー
0x0003ea91	1	応接コーナー
0x0003eaaa	1	［白川一利の印象］
0x0003eac0	1	［白川グループの新代表］
0x0003eada	1	［中川さんのお給植］
0x0003eaef	1	［白川朗について］
0x0003eb02	1	［名刺について］
0x0003eb13	1	［定料日について］
0x0003ed68	3	【法子】\n（中川さんが来るまで、\nしばらく待たせてもらいましょう）
0x0003eddd	2	【法子】\n…………
0x0003ee7f	2	【中川】\nお待たせしました！
0x0003eebb	3	【法子】\nすみません、お礒《いそが》しい中、\n度々《たびたび》お呼びして……
0x0003ef25	2	【中川】\nいえ、これが仕事ですから。
0x0003efdb	4	【法子】\n（観葉植物が置いてあるわ。\nさりげないインテリアにも\n気を遣《つか》っているのね）
0x0003f095	3	【法子】\n（家か……\n憧《あこが》れるなあ……）
0x0003f0e2	3	【法子】\n（でも都内に住むなら\n纏近のマンションのほうが便利な場合もあるわよね）
0x0003f141	2	【法子】\n（どっちがいいのかな……？）
0x0003f18a	3	【法子】\n（家か……\n憧《あこが》れるなあ……）
0x0003f211	2	【法子】\n…………
0x0003f24a	3	【法子】\n（……５分……\nなかなか来ないわね……）
0x0003f29a	2	【法子】\n（やっぱり綾《あや》しまれてるのかしら……？）
0x0003f352	3	【女性】\nお待たせしました。\n弁護士の新城様でしょうか？
0x0003f3a3	3	【法子】\nはい。\nはじめまして、新城法子と申します。
0x0003f3fe	4	【女性】\nはじめまして。\n広報を担当しております、\n中川《なかがわ》理《り》恵《え》と申します。
0x0003f49a	2	【法子】\nお名刺《めいし》、頂戴《ちょうだい》いたします。
0x0003f535	2	【中川】\nそれで、本日はどのようなご用件でしょうか？
0x0003f581	4	【法子】\nはい。\n私、先の事件で\n被疑者《ひぎしゃ》の弁護を担当することになりました。
0x0003f5e7	4	【法子】\nそこでお手数ですが、\nいくつか御各《おんしゃ》について\nお伺《うかが》いできればと思いまして……
0x0003f660	4	【中川】\nなるほど……承知《しょうち》いたしました。\nどのようなことから\nお話すればよろしいですか？
0x0003f6c6	4	【法子】\nそうですね。\nまずは白川グループの構成から\nお聞かせ願えますか？
0x0003f72e	2	【中川】\n承知《しょうち》いたしました。
0x0003f77f	4	【中川】\n我が白川グループは、\n住宅建設を主業務としまして、\nセクションごとに分各化されております。
0x0003f80e	4	【中川】\nまず、お家を建てたいと希望される\nお客様と直接応対するのが、\n『白川ハウジング』となっております。
0x0003f88b	4	【中川】\n白川ハウジングはお客様のライフスタイルに合わせ、\n無理のないご予算で設計望階からご相談いただけるのが\n最大の強みとなっております。
0x0003f920	4	【中川】\nそのために、設計士のエキスパートを\n多く計《かか》えている『白川設計』と連携《れんけい》をとりまして、\nお客様のご要望にお応えできる体制を整えております。
0x0003f9c1	4	【中川】\nまた、お客様がお家を建てる際、\nご希望になる場所についても柔軟《じゅうなん》に対応できるよう、\n『白川不動産』がございます。
0x0003fa51	4	【中川】\n動各の連携《れんけい》により、\nお客様がお望みの場所にお望みの家を\nご提供できるわけです。
0x0003fabf	3	【法子】\nなるほど……\n素槍らしいですね。
0x0003fb12	3	【中川】\n新城様もいかがでしょうか？\n弁護士さんであれば、マイホームなどは……
0x0003fb6f	4	【法子】\nえ？\nええ、そうですね。\nそれはまたいつか……
0x0003fbc9	4	【中川】\nそのときは是《ぜ》非《ひ》、\n私を指名していただければと\n思います。
0x0003fc26	2	【法子】\nは、はあ……
0x0003fc60	3	【法子】\nあの……\n中川さんは広報の方ですよね？
0x0003fcac	3	【法子】\n広報の方は営業活動も\n崋明《けんにん》されているんですか？
0x0003fd12	4	【中川】\nいえ、本格的にお話を進めることに\nなりましたら、\n担当の者をご紹介《しょうかい》いたします。
0x0003fd8c	3	【中川】\nその際に、私のご紹介《しょうかい》という形を取りますので、\n通常のお客様にはない特典がつきますよ！
0x0003fe0b	3	【中川】\nここだけの話ですが、\n紹介《しょうかい》する私のほうにもちょっとだけ特典があるんです。
0x0003fe7d	2	【中川】\nですから、是《ぜ》非《ひ》！
0x0003fec2	3	【法子】\n（ま、参ったな……\nまさか営業されるとは思ってなかったわ……）
0x0003ff1d	4	【法子】\n（でも……ここは無下に断るより、\n少し色気を出しておいたほうが、\n情報を引き出しやすいかも……）
0x0003ff9e	3	【中川】\nそれでは、他に\n聞きたいことなどはおありでしょうか？
0x000401f8	2	【光志】\nそれと……
0x00040303	2	【法子】\n（これで調査を終わりにしようかしら？）
0x000403b3	3	【法子】\nそれじゃ私はこの綴で失礼します。\nお礒《いそが》しい中、ありがとうございました。
0x00040423	4	【中川】\nいえ、また是《ぜ》非《ひ》いらしてください。\nそのときには素常《すてき》なお家を選ぶ\nお手伝いができると思いますので。
0x0004049e	3	【法子】\nわ、わかりました。\nそれでは失礼します。
0x000404fe	2	【法子】\n（もう少し話を聞きましょう）
0x0004054d	3	【法子】\n（まだ聞かなくちゃいけないことが残ってるわ。\n帰るわけにはいかないわね）
0x000405ff	3	【法子】\n白川ビルで得られた情報は\nこんな感じだったわ。
0x000406a0	3	【光志】\n……\n結婚《けっこん》とご新居《しんきょ》……？
0x0004071a	4	【法子】\nし、仕方がなかったの。\nそう言ったほうが、\n情報をもらいやすいと思ったんだもん。
0x000407a3	2	【光志】\n……まあ、それは別にいいけど。
0x0004080e	4	【光志】\nそれにしても、\nリフォームのときにもらった名刺《めいし》か……\nこれで謎《なぞ》が解けたよ。
0x0004089c	3	【光志】\nありがとう、法子！\nこれで三浦に反撃《はんげき》できそうだ！
0x0004090e	2	【法子】\n（あー、三《は》ずかしかった……）
0x00040957	4	【法子】\n（それに、よく考えると……\nコウジに報浦する必要もなかったよね、\nウソついたことまで……）
0x00040a26	2	【光志】\nそれと……
0x00040a9d	4	【光志】\nなるほど。\n白川朗の評判は上々、か。\n色々と判断が難しいところだな。
0x00040b26	4	【法子】\nそうね。\nたしかに利を得た人物だけど、\nだからって真犯人かと言えばその根拠《こんきょ》となるものはないし。
0x00040bc0	4	【光志】\nわかった。\nでもスタンスとしては、\n今まで通り要必意人物ってことで調査をしていこう。
0x00040c56	3	【法子】\nえっと、前の各長さん……\n白川一利さんの印象ってどんな感じでした？
0x00040cdc	4	【中川】\n前各長ですか？\nそうですね……\nとても注しい方でした。
0x00040d57	3	【中川】\nでも、白川グループがここまで大きくなったのは、\n前各長の手腕《しゅわん》だと聞いております。
0x00040dd2	3	【中川】\nですから、\n経営者としてはすばらしい方だったと思います。
0x00040e26	3	【法子】\n経営者としては……？\nそれじゃあ他になにか問題があったのですか？
0x00040ea7	3	【中川】\n私は下《した》っ端《ぱ》ですからあまり感じなかったですが、\n上の者たちは色々……っと！
0x00040f37	2	【中川】\nい、今のは触れてください！
0x00040f85	3	【法子】\nそうですか……\nわかりました。
0x00040fdb	3	【法子】\n白川グループの新代表って、\nもうどなたか就明されたんですか？
0x0004105b	4	【中川】\nはい。\n本日、対外的にも発表されると\n思いますが……
0x000410bf	3	【中川】\n『白川朗《しらかわさとる》』という者が\n就明することになっています。
0x00041120	2	【法子】\n白川朗さんとは、どんな方ですか？
0x0004118d	3	【中川】\n白川朗、ですか？\n彼は……
0x000411dd	3	【受付嬢】\n失礼いたします。\n中川さん……
0x00041257	2	【中川】\n……はい……はい……
0x00041298	3	【中川】\nわかりました。\nすぐに戻《もど》ります。
0x000412e1	2	【受付嬢】\nお願いします。
0x00041365	4	【中川】\nすみません。\n私のお客様にトラブルが発生した\nみたいでして……
0x000413cb	2	【中川】\nお話の続きはまた後日でよろしいですか？
